sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Aconitic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Aluminum Alloy (3003/ 5154)";"aconitic acid";"organic (weak) acids";"<30";"0 – 212";"<20";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"aconitic acid";"organic (weak) acids";"15 – 25";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"aconitic acid";"organic (weak) acids";"15 – 25";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"aconitic acid";"organic (weak) acids";"15 – 25";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"aconitic acid";"organic (weak) acids";"15 – 25";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"aconitic acid";"organic (weak) acids";"15 – 25";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Nickel (200)";"aconitic acid";"organic (weak) acids";"15 – 25";"225 – 275";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Nickel-Copper (400)";"aconitic acid";"organic (weak) acids";"15 – 25";"225 – 275";"<20";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
