sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Palmitic acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1";"Alloy 20-25-4Mo (904L)";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"145 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";"Alloy 20-38-3-3Cu (20Cb3/ 825)";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"145 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3";"Alloy 30-44-5-3W (G-30)";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"145 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4";"Aluminum Alloy (3003/ 5154)";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"145 – 192";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"5";"Aluminum Alloy (3003/ 5154)";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"192 – 225";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6";"Austenitic Cr-Ni Stainless Steel (18-8; 304/ 304L/ 347)";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"145 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7";"Austenitic Cr-Ni-Mo Stainless Steel (17-12-3; 316L/ 317L)";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"145 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8";"Cast Iron, Gray/ Ductile";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"375 – 425";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"145 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"145 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"145 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"145 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"145 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Silicon Cast Iron (14Si)";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"145 – 237";"<20";"218,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Steels, Carbon/ Low Alloy";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"375 – 425";">50";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Superferritic Stainless Steel (26-1)";"palmitic acid";"hexadecanoic acid";"1957-10-03";"C16H32O2";"organic (weak) acids";"100";"145 – 425";"<2";"219,220";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
