sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium carbonate";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"51";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";""
"52";"Polypropylene (PP)";"";"sodium carbonate";"soda ash";"saturated";"497-19-8";"CNa2O3";"salts";"1";"recommended";">10";"60 – 150";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"53";"Polypropylene (PP)";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"100";"60 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"54";"Polyvinyl Chloride (PVC)";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"55";"Polyvinylidene Fluoride (PVDF)";"Kynar";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"100";"70 – 285";"";"";"1, 17";"";"";"";"";"";"";"";"";"";""
"56";"Rubber, Butyl (BR)";"";"sodium carbonate";"soda ash";"saturated";"497-19-8";"CNa2O3";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"57";"Rubber, Natural (NR)";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"10";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"58";"Rubber, Natural (NR)";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"40";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"59";"Styrene Acrylonitrile Copolymer (SAN)";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"10";"70 – 125";"";"also at 1%";"1";"";"";"";"";"";"";"";"";"";""
"60";"Styrene Acrylonitrile Copolymer (SAN)";"";"sodium carbonate";"soda ash";"saturated";"497-19-8";"CNa2O3";"salts";"1";"recommended";">50";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"61";"Styrene Acrylonitrile Copolymer (SAN)";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"100";"70 – 125";"";"no water";"1";"";"";"";"";"";"";"";"";"";""
"62";"Vinyl Ester Resins";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"1";"recommended";"10 – 35";"50 – 180";"";"";"7";"";"";"";"";"";"";"";"";"";""
"63";"Wood";"";"sodium carbonate";"soda ash";"";"497-19-8";"CNa2O3";"salts";"2";"questionable; oak fails in 10% at 60°C (140°F)";">10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
