sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Perfluoroalkoxy Resins";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Perfluoroalkoxy Resins";"acetic acid";"ethanoic acid";"";"64-19-7";"C2H4O2";"organic (weak) acids";"1";"recommended; weight gain; strength loss";"100";"200 – 250";"<1";"glacial; acetic anhydride also";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"2";"Perfluoroalkoxy Resins";"acetophenone";"methyl phenyl ketone";"";"98-86-2";"C8H8O";"ketones";"1";"recommended; weight gain; strength loss; steady state reached in exposure time";"100";"200 – 396";"<1";"boiling point 202°C (396°F)";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"3";"Perfluoroalkoxy Resins";"ammonium hydroxide";"ammonia solution";"";"1336-21-6";"H5NO";"bases";"1";"recommended; steady state reached in exposure time";"90";"32 – 150";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"4";"Perfluoroalkoxy Resins";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended; steady state reached in exposure time";"100";"32 – 340";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"5";"Perfluoroalkoxy Resins";"aniline";"benzenamine";"";"62-53-3";"C6H7N";"amines";"1";"recommended; weight gain, strength loss";"100";"340 – 365";"";"boiling point 185°C (365°F)";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"6";"Perfluoroalkoxy Resins";"benzaldehyde";"benzenecarboxaldehyde";"";"100-52-7";"C7H6O";"aldehydes";"1";"recommended; steady state reached in one week exposure";"100";"32 – 330";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"7";"Perfluoroalkoxy Resins";"benzaldehyde";"benzenecarboxaldehyde";"";"100-52-7";"C7H6O";"aldehydes";"1";"recommended; weight gain, strength loss, 179°C (354°F)";"100";"330 – 354";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"8";"Perfluoroalkoxy Resins";"benzyl alcohol";"phenylmethanol";"";"100-51-6";"C7H8O";"alcohols";"1";"recommended";"100";"32 – 100";"<1";"";"1, 9";"";"";"";"";"";"";"";"";"";"";""
"9";"Perfluoroalkoxy Resins";"benzyl alcohol";"phenylmethanol";"";"100-51-6";"C7H8O";"alcohols";"1";"recommended";"100";"100 – 175";"";"steady state";"1, 9";"";"";"";"";"";"";"";"";"";"";""
"10";"Perfluoroalkoxy Resins";"benzyl alcohol";"phenylmethanol";"";"100-51-6";"C7H8O";"alcohols";"1";"recommended; weight gain, strength loss";"100";"200 – 375";"";"";"1, 9";"";"";"";"";"";"";"";"";"";"";""
"11";"Perfluoroalkoxy Resins";"benzyl alcohol";"phenylmethanol";"";"100-51-6";"C7H8O";"alcohols";"1";"recommended";"100";"375 – 401";"";"boiling point, 205°C (401°F)";"1, 9";"";"";"";"";"";"";"";"";"";"";""
"12";"Perfluoroalkoxy Resins";"bromine";"";"";"7726-95-6";"Br2";"";"1";"recommended";"100";"70 – 125";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"13";"Perfluoroalkoxy Resins";"bromine";"";"";"7726-95-6";"Br2";"";"1";"recommended; strength loss";"100";"125 – 150";"";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"14";"Perfluoroalkoxy Resins";"butyl acetate";"";"";"123-86-4";"C6H12O2";"esters";"1";"recommended; weight gain; strength loss; steady state reached in one week exposure";"100";"32 – 235";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"15";"Perfluoroalkoxy Resins";"butyl acetate";"";"";"123-86-4";"C6H12O2";"esters";"1";"recommended";"100";"235 – 261";"";"boiling point 127°C (261°F)";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"16";"Perfluoroalkoxy Resins";"butylamine";"1-butanamine";"";"109-73-9";"C4H11N";"amines";"1";"recommended; steady state reached in one week exposure";"100";"32 – 150";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"17";"Perfluoroalkoxy Resins";"butylamine";"1-butanamine";"";"109-73-9";"C4H11N";"amines";"2";"questionable; weight gain, strength loss";"100";"150 – 175";"";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"18";"Perfluoroalkoxy Resins";"carbon tetrachloride";"tetrachloromethane";"";"56-23-5";"CCl4";"solvents";"1";"recommended; weight gain; strength loss";"100";"32 – 150";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
