sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Water";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"51";"Epoxy Resin, Glass Fiber- Reinforced";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended; weight gain, ";"100";"70 – 250";"";"";"1, 24";"";"";"";"";"";"";"";"";"";"";""
"52";"Fluororubber";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended; swollen";"100";"70 – 212";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"53";"Furan Laminates";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"2";"questionable";"100";"175 – 200";"<12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"54";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 212";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"55";"Glass, Chemical";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"56";"Glass, Chemical";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended; agitated, not recommended";"100";"175 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"57";"Glass, Chemical";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"200 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"58";"Nylon";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"3";"not recommended; weight gain";"100";"70 – 200";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"59";"Polychloroprene";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended; swollen, >12 months";"100";"70 – 212";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"60";"Polyesters, Glass Fiber-Reinforced";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";">10";"50 – 125";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"61";"Polyethylene (PE)";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 125";"<6";"";"1, 21";"";"";"";"";"";"";"";"";"";"";""
"62";"Polymethyl Methacrylate (PMMA)";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"2";"questionable; weight gain, >12 months";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"63";"Polymethyl Methacrylate (PMMA)";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"3";"not recommended; weight gain, ";"100";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"64";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"0 – 200";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"65";"Polypropylene (PP)";"";"water";"high purity, vapor";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";">212";"<6";"";"1";"";"";"";"";"";"";"";"";"";"";""
"66";"Polyvinyl Chloride (PVC)";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"67";"Polyvinyl Chloride (PVC)";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended; weight gain, ";"100";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"68";"Polyvinylidene Fluoride (PVDF)";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 275";"";"";"1, 23";"";"";"";"";"";"";"";"";"";"";""
"69";"Rubber, Butyl (BR)";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 212";"<1";"";"1";"";"";"";"";"";"";"";"";"";"";""
"70";"Rubber, Natural (NR)";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"71";"Rubber, Natural (NR)";"";"water";"high purity";"7732-18-5";"H2O";"water & wastewater";"3";"not recommended";"100";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
