sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Water";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"1";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"water";"";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"125";"";"pH 3, pH 7, pH 10";"16";"";"";"";"";"";"";"";"";"";"";""
"2";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (190 + 47)";"HET acid polyester-Polifos 190 + 47 phr styrene";"water";"";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"212";"<6";"steam condensate, also distilled";"16";"";"";"";"";"";"";"";"";"";"";""
"3";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"water";"city water";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"30";"<6";"";"16";"";"";"";"";"";"";"";"";"";"";""
"4";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"water";"city water";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"5";"Chlorendic Unsaturated Polyester, Glass Fiber-Reinforced (869 + 44.5)";"HET acid polyester-Polifos 869 + 44.5 phr styrene";"water";"distilled";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"150";"";"";"16";"";"";"";"";"";"";"";"";"";"";""
"6";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"Ryton PPS R-4";"water";"";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"171";"<12";"";"18";"";"";"";"";"";"";"";"";"";"";""
"7";"Polyphenylene Sulfide, Glass Fiber-Reinforced";"";"water";"";"7732-18-5";"H2O";"water & wastewater";"2";"questionable";"100";"200";"";"";"18";"";"";"";"";"";"";"";"";"";"";""
"8";"Polyvinylidene Chloride (PVDC)";"Saran brand resin";"water";"";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"175";"";"";"6";"";"";"";"";"";"";"";"";"";"";""
"9";"Acetal Resins (Polyoxymethylene)";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"10";"Acetal Resins (Polyoxymethylene)";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"3";"not recommended";"100";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"11";"Acrylonitrile Butadiene Styrene Polymer (ABS)";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"12";"Carbon-Graphite Composites";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"13";"Cellulose Acetate";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"3";"not recommended; weight gain";"100";"60 – 70";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"14";"Cellulose Acetate Butyrate";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"15";"Chlorosulfonated Polyethylene";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 212";"";"chlorinated";"1";"";"";"";"";"";"";"";"";"";"";""
"16";"Concrete";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"2";"questionable";"100";"60 – 70";"";"~7pH; no sulfates; low carbon dioxide";"1";"";"";"";"";"";"";"";"";"";"";""
"17";"Epoxy Resin, Asbestos/ Glass Fiber- Reinforced";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"1";"recommended; over 3 years";">10";"75 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
"18";"Epoxy Resin, Glass Fiber- Reinforced";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 250";"";"";"1, 24";"";"";"";"";"";"";"";"";"";"";""
"19";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"1";"recommended; steady state reached in one week exposure";"100";"70 – 195";"";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"20";"Ethylene Tetrafluoroethylene Copolymer (ETFE)";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"1";"recommended; 75% of tensile strength retained ";"100";"195 – 212";"";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"21";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 150";"";"immersed, cyclic immersion";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"22";"Fluorinated Ethylene Propylene Copolymer (FEP)/ Polytetrafluoroethylene (PTFE)";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"150 – 212";"";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"23";"Fluororubber";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 212";"";"chlorinated";"1";"";"";"";"";"";"";"";"";"";"";""
"24";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"water";"fresh water";"7732-18-5";"H2O";"water & wastewater";"1";"recommended";"100";"70 – 212";">12";"";"1";"";"";"";"";"";"";"";"";"";"";""
