sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Sodium hydroxide";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium synonym";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";""
"51";"Fluororubber";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"10 – 40";"70 – 100";"<6";"";"1";"";"";"";"";"";"";"";"";"";""
"52";"Fluororubber";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable";"10 – 40";"100 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"53";"Fluororubber";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended";"50";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"54";"Fluororubber";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended; weight loss";"50";"125 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"55";"Fluororubber";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended";"50 – 60";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"56";"Furan Laminates";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable";"10";"70 – 80";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"57";"Furfuryl Alcohol Resin, Asbestos-Reinforced";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"58";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended; also recommended ~5%";"10 – 20";"70 – 250";">12";"";"1";"";"";"";"";"";"";"";"";"";""
"59";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"50";"70 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"60";"Furfuryl Alcohol Resin, Glass Fiber-Reinforced";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"61";"Glass, Chemical";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable; weight loss; pronounced pH effect";"5";"70 – 90";"<1";"";"1";"";"";"";"";"";"";"";"";"";""
"62";"Glass, Chemical";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable";"10";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"63";"Glass, Chemical";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended";"10";"175 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"64";"Glass, Chemical";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable";">30";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"65";"Glass, Chemical";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable";"100";"60 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"66";"Glass, Chemical";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended";"100";"150 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"67";"Glassed Steel";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended; recommended ~ 0.5%, ";"10 – 50";"32 – 145";"";"";"1";"";"";"";"";"";"";"";"";"";""
"68";"Glassed Steel";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable";"10 – 50";"145 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"69";"Glassed Steel";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended";"10 – 50";"200 – 250";"";"";"1";"";"";"";"";"";"";"";"";"";""
"70";"Glassed Steel";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended";"20 – 50";"185 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";""
"71";"Glassed Steel";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended";"30 – 50";"175 – 185";"";"";"1";"";"";"";"";"";"";"";"";"";""
"72";"Magnesia Partially Stabilized Zirconia";"Nilcra PSZ";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"50";"0 – 250";"<1";"";"15";"";"";"";"";"";"";"";"";"";""
"73";"Nylon";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended; weight gain, ";"10";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"74";"Nylon";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended; weight gain, ";"10";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"75";"Nylon";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable";"50";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"76";"Nylon";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended; weight loss, ";"60";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"77";"Nylon";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended; weight loss, ";"60";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"78";"Perfluoroalkoxy Resins";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended; weight gain; strength loss";"50";"70 – 250";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";""
"79";"Phenolic Resins, Asbestos-Reinforced";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable";"50";"70 – 195";"";"";"1";"";"";"";"";"";"";"";"";"";""
"80";"Phenolic Resins, Asbestos-Reinforced";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable";"50";"195 – 212";"";"Haveg 61 leached";"1";"";"";"";"";"";"";"";"";"";""
"81";"Phenolic Resins, Asbestos-Reinforced";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"82";"Phenolic Resins, Asbestos-Reinforced";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended";"100";"70 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";""
"83";"Phenolic Resins, Non-asbestos";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable";"<4";"0 – 30";"";"";"3";"";"";"";"";"";"";"";"";"";""
"84";"Phenolic Resins, Non-asbestos";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable; questionable below 4%, pH 13, up to 90 days, slight weight/volume change";"<4";"30 – 212";"";"";"3";"";"";"";"";"";"";"";"";"";""
"85";"Phenolic Resins, Non-asbestos";"Haveg 41-NA";"sodium hydroxide";"caustic soda";"liquid";"1310-73-2";"HNaO";"bases";"3";"not recommended";">4";"0 – 212";"";"pH 14, 30 days, significant weight/volume change";"3";"";"";"";"";"";"";"";"";"";""
"86";"Polychloroprene";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"10";"70 – 150";"[>12]";"";"1";"";"";"";"";"";"";"";"";"";""
"87";"Polychloroprene";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"10 – 60";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"88";"Polychloroprene";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"50";"150 – 165";"[";"";"1";"";"";"";"";"";"";"";"";"";""
"89";"Polychloroprene";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"50";"150 – 212";"";"";"1";"";"";"";"";"";"";"";"";"";""
"90";"Polyesters, Glass Fiber-Reinforced";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"2";"questionable; recommended in vapor ";"0.5";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";""
"91";"Polyesters, Glass Fiber-Reinforced";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended; recommended 5% ";"10";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";""
"92";"Polyesters, Glass Fiber-Reinforced";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"20";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";""
"93";"Polyesters, Glass Fiber-Reinforced";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"3";"not recommended";"50";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";""
"94";"Polyethylene (PE)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"10 – 50";"70 – 150";"<1";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"95";"Polyethylene (PE)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"40";"60 – 70";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"96";"Polyethylene (PE)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"70";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
"97";"Polyethylene (PE)";"";"sodium hydroxide";"caustic soda";"";"1310-73-2";"HNaO";"bases";"1";"recommended";"100";"70 – 150";"";"";"1, 21";"";"";"";"";"";"";"";"";"";""
