sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Nitric acid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"material synonym";"exposure medium";"exposure medium note";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"NACE resistance rating (unitless)";"resistance note";"conc. (%)";"temp. (°F)";"exposure time (mo (30))";"test note";"reference";"";"";"";"";"";"";"";"";"";"";""
"101";"Nylon";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended; may dissolve ";"70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"102";"Nylon";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"103";"Nylon";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended; may dissolve ";"100";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"104";"Perfluoroalkoxy Resins";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended; steady state reached in one week exposure";"70";"70 – 250";"<1";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"105";"Perfluoroalkoxy Resins";"";"nitric acid";"fuming";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"100";"60 – 70";"";"";"1, 22";"";"";"";"";"";"";"";"";"";"";""
"106";"Phenolic Resins, Asbestos-Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended; Haveg 61 recommended ";"<2";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"107";"Phenolic Resins, Asbestos-Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"100";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"108";"Polychloroprene";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended; disintegrated ";"10";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"109";"Polychloroprene";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"2";"questionable";"10 – 50";"70 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"110";"Polychloroprene";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"2";"questionable";"40";"125 – 200";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"111";"Polychloroprene";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"2";"questionable";"40 – 50";"125 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"112";"Polychloroprene";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended; disintegrated ";"70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"113";"Polychloroprene";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"2";"questionable";"98";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"114";"Polychloroprene";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"98";"150 – 175";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"115";"Polyesters, Glass Fiber-Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended; retains 67% for 12 months ";"5 – 70";"50 – 80";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"116";"Polyesters, Glass Fiber-Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"10 – 30";"80 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"117";"Polyesters, Glass Fiber-Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";">10";"150 – 300";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"118";"Polyesters, Glass Fiber-Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"2";"questionable";"40 – 50";"100 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"119";"Polyesters, Glass Fiber-Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"2";"questionable";"40 – 70";"80 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"120";"Polyesters, Glass Fiber-Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";">40";"125 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"121";"Polyesters, Glass Fiber-Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";">60";"100 – 125";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"122";"Polyesters, Glass Fiber-Reinforced";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";">80";"50 – 100";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"123";"Polyethylene (PE)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"10";"70 – 150";"[";"";"1";"";"";"";"";"";"";"";"";"";"";""
"124";"Polyethylene (PE)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"10 – 20";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"125";"Polyethylene (PE)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"30 – 50";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"126";"Polyethylene (PE)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"2";"questionable";"30 – 50";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"127";"Polyethylene (PE)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"60 – 70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"128";"Polyethylene (PE)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"70";"60 – 70";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"129";"Polyethylene (PE)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"70";"70 – 135";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"130";"Polyethylene (PE)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended; weight gain ";"70";"135 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"131";"Polyethylene (PE)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";">90";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"132";"Polymethyl Methacrylate (PMMA)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended; weight gain";"10";"125 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"133";"Polymethyl Methacrylate (PMMA)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"2";"questionable";">10";"60 – 70";"<1";"vapor questionable";"1";"";"";"";"";"";"";"";"";"";"";""
"134";"Polymethyl Methacrylate (PMMA)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended";"50";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"135";"Polymethyl Methacrylate (PMMA)";"";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended; swollen, blistered, may dissolve, vapor not recommended";"70";"70 – 150";"";"";"1";"";"";"";"";"";"";"";"";"";"";""
"136";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"1";"recommended";"<10";"0 – 140";"<1";"";"11";"";"";"";"";"";"";"";"";"";"";""
"137";"Polyphenylene Sulfide (40% Glass-Filled)";"Fortron PPS";"nitric acid";"";"7697-37-2";"HNO3";"inorganic acids";"3";"not recommended; severely attacked above 10% at all temperatures";"any";"140 – 250";"";"";"11";"";"";"";"";"";"";"";"";"";"";""
