sep=;
"Title: Corrosion Survey Database (COR•SUR)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Table: Tetrafluoroethylene";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"DOWNLOAD SHOWS ONLY THE DISPLAYED DATA, UP TO 50 ROWS";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"No.";"material or substance name";"exposure medium";"exposure medium synonym";"exposure medium CAS RN";"exposure medium formula";"exposure medium class";"conc. (%)";"temp. (°F)";"corrosion rate (mil/yr)";"reference";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"11";"Cr Stainless Steel (12Cr)";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"12";"Cr Stainless Steel (17Cr)";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"13";"Lead";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"14";"Mo Superalloy (Ni-Cr-Fe-9Mo; 625/ 725)";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15";"Mo Superalloy (Ni-16Cr-16Mo; C276)";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16";"Mo Superalloy (Ni-20Cr-16Mo-4W; 686)";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17";"Mo Superalloy (Ni-22Cr-16Mo; C22/ 59)";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"18";"Mo Superalloy (Ni-23Cr-16Mo-1Cu; C20000)";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"19";"Nickel (200)";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"20";"Nickel Cast Iron (15-35Ni)";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"21";"Nickel-Copper (400)";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"22";"Ni-Cr-Fe Alloy (600/ 690)";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"23";"Ni-Mo Alloy (Ni-30Mo; B-2)";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";"Silver";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"25";"Steels, Carbon/ Low Alloy";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"26";"Superferritic Stainless Steel (26-1)";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"27";"Titanium, Unalloyed";"tetrafluoroethylene";"tetrafluoroethene";"116-14-3";"C2F4";"halogenated aliphatics";"100";"25 – 75";"<2";"219";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Corrosion Survey Database (COR•SUR) © 2002 NACE International";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
